team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
73,T00000073,T00000073_AlonsoandYvette_MD1.txt,Alonso and Yvette,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Electivire, Nidoqueen, Vaporeon, Snorlax"
74,T00000074,T00000074_HernanandClyde_MD1.txt,Hernan and Clyde,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Gliscor, Ninetales, Garchomp, Steelix"
75,T00000075,T00000075_HernanandKevon_MD1.txt,Hernan and Kevon,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Manectric, Latias, Tyranitar, Forretress"
76,T00000076,T00000076_HernanandDalvin_MD1.txt,Hernan and Dalvin,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Hippowdon, Breloom, Glaceon, Raikou"
77,T00000077,T00000077_BennyandMariana_MD1.txt,Benny and Mariana,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Gastrodon, Latios, Charizard, Heatran"
78,T00000078,T00000078_BennyandLayne_MD1.txt,Benny and Layne,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Miltank, Raikou, Milotic, Staraptor"
79,T00000079,T00000079_DaronandJaime_MD1.txt,Daron and Jaime,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Articuno, Golduck, Blaziken, Hypno"
80,T00000080,T00000080_DaronandJess_MD1.txt,Daron and Jess,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Latios, Suicune, Dewgong, Gallade"
81,T00000081,T00000081_SylviaandLyle_MD1.txt,Sylvia and Lyle,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Absol, Regigigas, Registeel, Golem"
82,T00000082,T00000082_SylviaandDalvin_MD1.txt,Sylvia and Dalvin,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Machamp, Raikou, Weezing, Regirock"
83,T00000083,T00000083_SylviaandJaclyn_MD1.txt,Sylvia and Jaclyn,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Machamp, Rampardos, Lickilicky, Heracross"
84,T00000084,T00000084_KristyandLionel_MD1.txt,Kristy and Lionel,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Aerodactyl, Porygon-Z, Regigigas, Jolteon"
85,T00000085,T00000085_KristyandRyne_MD1.txt,Kristy and Ryne,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Moltres, Scizor, Heracross, Registeel"
86,T00000086,T00000086_KristyandNadia_MD1.txt,Kristy and Nadia,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Zapdos, Absol, Blissey, Bastiodon"
87,T00000087,T00000087_MikelandDenver_MD1.txt,Mikel and Denver,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Breloom, Togekiss, Raikou, Claydol"
88,T00000088,T00000088_MikelandLyle_MD1.txt,Mikel and Lyle,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Staraptor, Rhydon, Torterra, Blastoise"
89,T00000089,T00000089_AntonyandHaylee_MD1.txt,Antony and Haylee,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Porygon-Z, Cresselia, Dewgong, Houndoom"
90,T00000090,T00000090_KaileyandMadelyn_MD1.txt,Kailey and Madelyn,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Latios, Tauros, Heracross, Latias"
91,T00000091,T00000091_KaileyandJaclyn_MD1.txt,Kailey and Jaclyn,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Zapdos, Weezing, Whiscash, Altaria"
92,T00000092,T00000092_ClydeandTiffani_MD1.txt,Clyde and Tiffani,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Tangrowth, Steelix, Zapdos, Starmie"
93,T00000093,T00000093_ClydeandJess_MD1.txt,Clyde and Jess,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Forretress, Zapdos, Regice, Jynx"
94,T00000094,T00000094_GunnerandKegan_MD1.txt,Gunner and Kegan,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Wailord, Golduck, Blaziken, Alakazam"
95,T00000095,T00000095_GunnerandJerrell_MD1.txt,Gunner and Jerrell,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Electrode, Cresselia, Empoleon, Gengar"
96,T00000096,T00000096_ClaraandCortney_MD1.txt,Clara and Cortney,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Suicune, Donphan, Dusknoir, Tyranitar"
97,T00000097,T00000097_ClaraandJaime_MD1.txt,Clara and Jaime,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Tauros, Flareon, Heracross, Slaking"
98,T00000098,T00000098_AlmaandIrene_MD1.txt,Alma and Irene,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Nidoking, Weezing, Weavile, Zapdos"
99,T00000099,T00000099_AlmaandKristi_MD1.txt,Alma and Kristi,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Bastiodon, Blissey, Glalie, Weavile"
100,T00000100,T00000100_AlmaandKelton_MD1.txt,Alma and Kelton,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Abomasnow, Aerodactyl, Typhlosion, Glaceon"
101,T00000101,T00000101_KelbyandCodi_MD1.txt,Kelby and Codi,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Slaking, Blaziken, Shiftry, Raikou"
102,T00000102,T00000102_KelbyandHaylee_MD1.txt,Kelby and Haylee,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Moltres, Donphan, Mamoswine, Nidoqueen"
103,T00000103,T00000103_KevonandCarley_MD1.txt,Kevon and Carley,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Shiftry, Latios, Cradily, Ninetales"
104,T00000104,T00000104_KevonandCortney_MD1.txt,Kevon and Cortney,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Regice, Togekiss, Regigigas, Steelix"
105,T00000105,T00000105_KailaandMayra_MD1.txt,Kaila and Mayra,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Raikou, Regice, Zapdos, Rampardos"
106,T00000106,T00000106_JaimeandJaylin_MD1.txt,Jaime and Jaylin,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Exploud, Rapidash, Mr. Mime, Heatran"
107,T00000107,T00000107_JaimeandJaclyn_MD1.txt,Jaime and Jaclyn,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Nidoking, Cresselia, Leafeon, Exeggutor"
108,T00000108,T00000108_JaimeandNadia_MD1.txt,Jaime and Nadia,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Leafeon, Weezing, Politoed, Abomasnow"
109,T00000109,T00000109_BarrettandSophie_MD1.txt,Barrett and Sophie,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Exploud, Raikou, Lanturn, Milotic"
110,T00000110,T00000110_JessandEmilee_MD1.txt,Jess and Emilee,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Whiscash, Vaporeon, Manectric, Luxray"
111,T00000111,T00000111_JessandAbbey_MD1.txt,Jess and Abbey,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Lopunny, Breloom, Salamence, Gallade"
112,T00000112,T00000112_JohannaandBlair_MD1.txt,Johanna and Blair,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Mamoswine, Tauros, Gengar, Regirock"
113,T00000113,T00000113_JohannaandClyde_MD1.txt,Johanna and Clyde,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Ursaring, Rhydon, Exeggutor, Infernape"
114,T00000114,T00000114_JohannaandYvette_MD1.txt,Johanna and Yvette,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Regice, Shiftry, Houndoom, Mr. Mime"
115,T00000115,T00000115_JosieandClara_MD1.txt,Josie and Clara,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Roserade, Regigigas, Muk, Hypno"
116,T00000116,T00000116_DemetriandMargot_MD1.txt,Demetri and Margot,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Porygon2, Togekiss, Poliwrath, Suicune"
117,T00000117,T00000117_DemetriandTitus_MD1.txt,Demetri and Titus,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Metagross, Scizor, Tyranitar, Aerodactyl"
118,T00000118,T00000118_DemetriandLayne_MD1.txt,Demetri and Layne,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Regice, Latias, Gastrodon, Registeel"
119,T00000119,T00000119_LyleandJaylin_MD1.txt,Lyle and Jaylin,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Scizor, Suicune, Staraptor, Cresselia"
120,T00000120,T00000120_LyleandAnissa_MD1.txt,Lyle and Anissa,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Breloom, Drifblim, Dragonite, Ninetales"
121,T00000121,T00000121_KristiandSylvia_MD1.txt,Kristi and Sylvia,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Machamp, Quagsire, Lickilicky, Weezing"
122,T00000122,T00000122_KristiandAntony_MD1.txt,Kristi and Antony,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Torterra, Exploud, Gengar, Gastrodon"
123,T00000123,T00000123_MarianaandJayden_MD1.txt,Mariana and Jayden,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Politoed, Weezing, Medicham, Entei"
124,T00000124,T00000124_MarianaandTyrell_MD1.txt,Mariana and Tyrell,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Nidoqueen, Arcanine, Starmie, Gardevoir"
125,T00000125,T00000125_MarianaandJarred_MD1.txt,Mariana and Jarred,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Drapion, Granbull, Articuno, Magmortar"
126,T00000126,T00000126_AustonandBrant_MD1.txt,Auston and Brant,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Lopunny, Roserade, Scizor, Skuntank"
127,T00000127,T00000127_AustonandCodi_MD1.txt,Auston and Codi,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Mismagius, Feraligatr, Whiscash, Suicune"
128,T00000128,T00000128_CobyandClyde_MD1.txt,Coby and Clyde,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Nidoqueen, Glalie, Quagsire, Claydol"
129,T00000129,T00000129_SidneyandCain_MD1.txt,Sidney and Cain,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Ursaring, Sceptile, Roserade, Shiftry"
130,T00000130,T00000130_SidneyandChester_MD1.txt,Sidney and Chester,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Togekiss, Charizard, Blissey, Articuno"
131,T00000131,T00000131_SidneyandAllie_MD1.txt,Sidney and Allie,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Articuno, Staraptor, Rampardos, Snorlax"
132,T00000132,T00000132_ElaineandCoby_MD1.txt,Elaine and Coby,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Zapdos, Marowak, Ludicolo, Dewgong"
133,T00000133,T00000133_ElaineandTitus_MD1.txt,Elaine and Titus,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Granbull, Abomasnow, Drifblim, Entei"
134,T00000134,T00000134_ElaineandKennedy_MD1.txt,Elaine and Kennedy,Master Class Double Battles/2,M,D,1,Master Class Double Battles: Team A,2.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Master_Class_Double_Battles/2,4,"Lucario, Lickilicky, Articuno, Nidoqueen"
